country,date,tests_cumulative,tests_cumulative_corrected,new_tests_corrected,pcr_tests_cum,rapid_test_cum,pcr_test_new,rapid_test_new,pcr_tests_cum_corrected,rapid_test_cum_corrected,pcr_test_new_corrected,rapid_test_new_corrected,all_pcr_test_cum,all_rapid_test_cum,all_new_tests,all_pcr_test_new,all_rapid_test_new,source,percentage_rapid_daily
Denmark,2022-04-26,127172757,127172757,13527,65784500,61388257,12664,863,69158152,58014605,12664,863,69158152,58014605,12792,11946,845,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.06379832926739114
Denmark,2022-04-27,127172757,127172757,0,65784500,61388257,0,0,69158152,58014605,0,0,69158152,58014605,10385,9654,730,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.06379832926739114
Denmark,2022-04-28,127196800,127196800,24043,65807182,61389618,22682,1361,69180834,58015966,22682,1361,69180834,58015966,11694,10853,841,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.05660691261489831
Denmark,2022-04-29,127196800,127196800,0,65807182,61389618,0,0,69180834,58015966,0,0,69180834,58015966,9790,9044,746,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.05660691261489831
Denmark,2022-04-30,127196800,127196800,0,65807182,61389618,0,0,69180834,58015966,0,0,69180834,58015966,9790,9044,746,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.05660691261489831
Denmark,2022-05-01,127196800,127196800,0,65807182,61389618,0,0,69180834,58015966,0,0,69180834,58015966,9790,9044,746,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.05660691261489831
Denmark,2022-05-02,127233608,127233608,36808,65840340,61393268,33158,3650,69213992,58019616,33158,3650,69213992,58019616,10625,9786,839,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.0991632253857857
Denmark,2022-05-03,127244848,127244848,11240,65850880,61393968,10540,700,69224532,58020316,10540,700,69224532,58020316,10299,9483,816,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.06227758007117438
Denmark,2022-05-04,127244848,127244848,0,65850880,61393968,0,0,69224532,58020316,0,0,69224532,58020316,10299,9483,816,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.06227758007117438
Denmark,2022-05-05,127244848,127244848,0,65850880,61393968,0,0,69224532,58020316,0,0,69224532,58020316,6864,6243,621,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.06227758007117438
Denmark,2022-05-06,127272381,127272381,27533,65876380,61396001,25500,2033,69250032,58022349,25500,2033,69250032,58022349,10797,9885,912,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.0738386663276795
Denmark,2022-05-07,127272381,127272381,0,65876380,61396001,0,0,69250032,58022349,0,0,69250032,58022349,10797,9885,912,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.0738386663276795
Denmark,2022-05-08,127272381,127272381,0,65876380,61396001,0,0,69250032,58022349,0,0,69250032,58022349,10797,9885,912,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.0738386663276795
Denmark,2022-05-09,127295922,127295922,23541,65897024,61398898,20644,2897,69270676,58025246,20644,2897,69270676,58025246,8902,8098,804,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.12306189201818105
Denmark,2022-05-10,127306349,127306349,10427,65906569,61399780,9545,882,69280221,58026128,9545,882,69280221,58026128,8786,7956,830,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.08458808861609284
Denmark,2022-05-11,127306349,127306349,0,65906569,61399780,0,0,69280221,58026128,0,0,69280221,58026128,8786,7956,830,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.08458808861609284
Denmark,2022-05-12,127324433,127324433,18084,65923224,61401209,16655,1429,69296876,58027557,16655,1429,69296876,58027557,11369,10335,1034,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.07902012829020129
Denmark,2022-05-13,127324433,127324433,0,65923224,61401209,0,0,69296876,58027557,0,0,69296876,58027557,7436,6692,744,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.07902012829020129
Denmark,2022-05-14,127324433,127324433,0,65923224,61401209,0,0,69296876,58027557,0,0,69296876,58027557,7436,6692,744,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.07902012829020129
Denmark,2022-05-15,127324433,127324433,0,65923224,61401209,0,0,69296876,58027557,0,0,69296876,58027557,7436,6692,744,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.07902012829020129
Denmark,2022-05-16,127352132,127352132,27699,65946102,61406030,22878,4821,69319754,58032378,22878,4821,69319754,58032378,8030,7011,1019,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.17404960467886926
Denmark,2022-05-17,127352132,127352132,0,65946102,61406030,0,0,69319754,58032378,0,0,69319754,58032378,6540,5648,893,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.17404960467886926
Denmark,2022-05-18,127369645,127369645,17513,65961808,61407837,15706,1807,69335460,58034185,15706,1807,69335460,58034185,9042,7891,1151,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.10318049448980757
Denmark,2022-05-19,127377418,127377418,7773,65968707,61408711,6899,874,69342359,58035059,6899,874,69342359,58035059,7569,6498,1072,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-20,127377418,127377418,0,65968707,61408711,0,0,69342359,58035059,0,0,69342359,58035059,7569,6498,1072,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-21,127377418,127377418,0,65968707,61408711,0,0,69342359,58035059,0,0,69342359,58035059,7569,6498,1072,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-22,127377418,127377418,0,65968707,61408711,0,0,69342359,58035059,0,0,69342359,58035059,7569,6498,1072,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-23,127377418,127377418,0,65968707,61408711,0,0,69342359,58035059,0,0,69342359,58035059,3612,3229,383,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-24,127419881,127419881,42463,65968707,61408711,0,0,69380047,58039834,37688,4775,69380047,58039834,9678,8613,1065,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-25,127419881,127419881,0,65968707,61408711,0,0,69380047,58039834,0,0,69380047,58039834,7177,6370,807,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-26,127419881,127419881,0,65968707,61408711,0,0,69380047,58039834,0,0,69380047,58039834,6066,5384,682,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-27,127419881,127419881,0,65968707,61408711,0,0,69380047,58039834,0,0,69380047,58039834,6066,5384,682,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-28,127419881,127419881,0,65968707,61408711,0,0,69380047,58039834,0,0,69380047,58039834,6066,5384,682,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-29,127419881,127419881,0,65968707,61408711,0,0,69380047,58039834,0,0,69380047,58039834,6066,5384,682,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-30,127454157,127454157,34276,65968707,61408711,0,0,69410469,58043688,30422,3854,69410469,58043688,10963,9730,1233,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-05-31,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,4897,4346,551,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-01,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,4897,4346,551,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-02,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,4897,4346,551,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-03,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,4897,4346,551,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-04,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,4897,4346,551,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-05,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,4897,4346,551,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-06,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-07,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-08,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-09,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-10,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-11,127454157,127454157,0,65968707,61408711,0,0,69410469,58043688,0,0,69410469,58043688,0,0,0,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-12,127507642,127507642,53485,65968707,61408711,0,0,69457940,58049702,47471,6014,69457940,58049702,7641,6782,859,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-13,127507642,127507642,0,65968707,61408711,0,0,69457940,58049702,0,0,69457940,58049702,7641,6782,859,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-14,127548638,127548638,40996,65968707,61408711,0,0,69494326,58054312,36386,4610,69494326,58054312,13497,11980,1518,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-15,127556361,127556361,7723,65968707,61408711,0,0,69501181,58055180,6855,868,69501181,58055180,14601,12959,1642,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-16,127556361,127556361,0,65968707,61408711,0,0,69501181,58055180,0,0,69501181,58055180,14601,12959,1642,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.11244049916377204
Denmark,2022-06-17,127556361,127556361,0,66128821,61434595,160114,25884,69501181,58055180,0,0,69501181,58055180,14601,12959,1642,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.13916278669663115
Denmark,2022-06-18,127563416,127563416,7055,66128821,61434595,0,0,69507254,58056162,6073,982,69507254,58056162,15608,13826,1782,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.13916278669663115
Denmark,2022-06-19,127563416,127563416,0,66128821,61434595,0,0,69507254,58056162,0,0,69507254,58056162,7968,7045,923,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.13916278669663115
Denmark,2022-06-20,127581612,127581612,18196,66146183,61435429,17362,834,69524616,58056996,17362,834,69524616,58056996,10567,9525,1042,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.045834249285557266
Denmark,2022-06-21,127581612,127581612,0,66146183,61435429,0,0,69524616,58056996,0,0,69524616,58056996,4711,4327,383,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.045834249285557266
Denmark,2022-06-22,127592552,127592552,10940,66156611,61435941,10428,512,69535044,58057508,10428,512,69535044,58057508,5170,4838,333,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04680073126142596
Denmark,2022-06-23,127592552,127592552,0,66156611,61435941,0,0,69535044,58057508,0,0,69535044,58057508,5170,4838,333,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.04680073126142596
Denmark,2022-06-24,127597910,127597910,5358,66161148,61436762,4537,821,69539581,58058329,4537,821,69539581,58058329,5936,5486,450,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.1532288167226577
Denmark,2022-06-25,127597910,127597910,0,66161148,61436762,0,0,69539581,58058329,0,0,69539581,58058329,4928,4618,310,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.1532288167226577
Denmark,2022-06-26,127597910,127597910,0,66161148,61436762,0,0,69539581,58058329,0,0,69539581,58058329,4928,4618,310,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.1532288167226577
Denmark,2022-06-27,127638567,127638567,40657,66200944,61437623,39796,861,69579377,58059190,39796,861,69579377,58059190,8136,7823,313,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.021177165063826647
Denmark,2022-06-28,127638567,127638567,0,66200944,61437623,0,0,69579377,58059190,0,0,69579377,58059190,8136,7823,313,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.021177165063826647
Denmark,2022-06-29,127638567,127638567,0,66223838,61438268,22894,645,69579377,58059190,0,0,69579377,58059190,6574,6333,240,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.02740133395641276
Denmark,2022-06-30,127662106,127662106,23539,66223838,61438268,0,0,69602271,58059835,22894,645,69602271,58059835,9936,9604,332,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.02740133395641276
Denmark,2022-07-01,127662106,127662106,0,66223838,61438268,0,0,69602271,58059835,0,0,69602271,58059835,9171,8956,215,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.02740133395641276
Denmark,2022-07-02,127662106,127662106,0,66223838,61438268,0,0,69602271,58059835,0,0,69602271,58059835,9171,8956,215,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.02740133395641276
Denmark,2022-07-03,127662106,127662106,0,66223838,61438268,0,0,69602271,58059835,0,0,69602271,58059835,9171,8956,215,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.02740133395641276
Denmark,2022-07-04,127704991,127704991,42885,66265055,61439936,41217,1668,69643488,58061503,41217,1668,69643488,58061503,9489,9159,330,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.03889471843301854
Denmark,2022-07-05,127718284,127718284,13293,66277920,61440364,12865,428,69656353,58061931,12865,428,69656353,58061931,11388,10997,392,https://www.sst.dk/en/english/corona-eng/status-of-the-epidemic/covid-19-updates-statistics-and-charts,0.03219739712630708
